stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
43.291883,71400,-79.791904,355457,,,BEACH BV & MANOR AV,BEACH opposite MANOR,0,
43.257224,80301b,-79.874013,355454,,,BAY ST S & GEORGE ST,BAY opposite GEORGE,0,
43.25443,82703b,-79.873284,355452,,,HUNTER ST W & PARK ST S,HUNTER opposite PARK,0,
43.254744,82705b,-79.874992,355453,,,HUNTER ST W & BAY ST S,HUNTER at BAY,0,
43.255835,90236a,-79.869533,355450,,,JAMES ST S & MAIN ST E,JAMES at MAIN,0,
43.254071,82701b,-79.871762,355451,,,HUNTER ST W & MACNAB ST S,HUNTER at MACNAB,0,
43.273618,70017,-79.8616,355458,,,JAMES ST N & GUISE ST E,JAMES at GUISE,0,
43.273421,80018,-79.861848,355459,,,JAMES ST N & GUISE ST E,JAMES at GUISE,0,
43.224366,71321,-79.776155,2318,,,NASH RD S & DENTEN STREET OPP. (@ # 149),NASH opposite DENTEN,0,
43.233441,71313,-79.772418,2319,,,NASH RD N & KENTLEY DRIVE,NASH at KENTLEY,0,
43.239222,72374,-79.77109,2316,,,BARTON ST E & NASH RD N,BARTON at NASH,0,
43.22473,71322,-79.776203,2317,,,NASH RD S & DENTEN STREET,NASH at DENTEN,0,
43.238488,71309,-79.770411,2315,,,NASH RD N & BARTON ST,NASH at BARTON,0,
43.1842,60071,-79.902213,2312,,,MOUNTAIN TRANSIT CENTRE & UPPER JAMES ST,MOUNTAIN TRANSIT CENTRE,0,
43.184048,60072,-79.902287,2313,,,MOUNTAIN TRANSIT CENTRE & UPPER JAMES ST,MOUNTAIN TRANSIT CENTRE,0,
43.217015,40359,-79.755979,2311,,,JONES ST & MOUNTAIN AV N,JONES at MOUNTAIN,0,
43.261665,71520,-79.769198,3075,,,VAN WAGNERS BEACH RD & LAKELAND POOL OPP. (Op.#180),VAN WAGNERS BEACH opposite LAKELAND,0,
43.232704,61319,-79.907771,2268,,,MOHAWK RD W & BUCKINGHAM DRIVE (EAST LEG),MOHAWK at BUCKINGHAM EAST,0,
43.233554,61323,-79.914979,2269,,,MOHAWK RD W & BUCKINGHAM DRIVE (WEST LEG),MOHAWK at BUCKINGHAM WEST,0,
43.233736,61327,-79.920717,2262,,,MOHAWK RD W & #760 E MAGNOLIA DR.,At 760 MOHAWK,0,
43.233547,61330,-79.920624,2263,,,MOHAWK RD W & #770 W RICE AVE.,At 770 MOHAWK,0,
43.230739,61308,-79.891251,2260,,,MOHAWK RD W & #261 E SOUTHLEA DR.,At 261 MOHAWK,0,
43.230824,61307,-79.891612,2261,,,MOHAWK RD W & #263 E SOUTHLEA DR. OPP.,At 263 MOHAWK,0,
43.232279,61320,-79.906651,2266,,,MOHAWK RD W & ASHTON ROAD,MOHAWK at ASHTON,0,
43.233375,61326,-79.914705,2267,,,MOHAWK RD W & BUCKINGHAM DR OPP. (OP.# 704),MOHAWK opposite BUCKINGHAM,0,
43.233585,61333,-79.926788,2264,,,MOHAWK RD W & #924 (E OF SCENIC),At 924 MOHAWK,0,
43.229389,61301,-79.883606,2265,,,MOHAWK RD W & AMANDA STREET (OPP.) (@# 30),MOHAWK opposite AMANDA,0,
43.255192,30511,-79.960079,2442,,,PLEASANT AV & SUNRISE CR,PLEASANT at SUNRISE,0,
43.253496,30515,-79.965914,2440,,,PLEASANT AV & EDENBRIDGE COURT,PLEASANT at EDENBRIDGE,0,
43.252159,30517,-79.967817,2441,,,PLEASANT AV & GREEN MEADOW WAY,PLEASANT at GREEN MEADOW,0,
43.248894,80630,-79.883066,2446,,,QUEEN ST S & ABERDEEN AVENUE,QUEEN at ABERDEEN,0,
43.248557,80635,-79.883044,2447,,,QUEEN ST S & ABERDEEN AVENUE,QUEEN at ABERDEEN,0,
43.191713,50745,-79.819996,2444,,,PRITCHARD RD & HIGHLAND ROAD,PRITCHARD at HIGHLAND,0,
43.235298,72766,-79.818501,2445,,,PROVINCE ST S & JUSTINE AVENUE,PROVINCE at JUSTINE,0,
43.256121,80622,-79.880141,2448,,,QUEEN ST S & CANADA STREET,QUEEN at CANADA,0,
43.252202,80626,-79.881726,2449,,,QUEEN ST S & CHARLTON AV W,QUEEN at CHARLTON,0,
43.260592,81011,-79.901716,2046,,,LONGWOOD RD S & MARION AVENUE OPP. (OP. # 86),LONGWOOD opposite MARION,0,
43.266135,81002,-79.895085,2047,,,MACKLIN ST N & #100 OPP. - GEORGE P. VANIER E,At 100 MACKLIN,0,
43.258715,81013,-79.902133,2044,,,LONGWOOD RD S & MAIN STREET,LONGWOOD at MAIN,0,
43.260561,81008,-79.901911,2045,,,LONGWOOD RD S & MARION AVENUE,LONGWOOD at MARION,0,
43.262872,81009,-79.900723,2042,,,LONGWOOD RD S & KING STREET,LONGWOOD at KING,0,
43.259609,81010,-79.902331,2043,,,LONGWOOD RD S & MAIN STREET,LONGWOOD at MAIN,0,
43.257018,81012,-79.901503,2040,,,LONGWOOD RD S & #175 S MAIN ST.(OPP. ),Opposite 175 LONGWOOD,0,
43.262636,81006,-79.901005,2041,,,LONGWOOD RD S & KING STREET,LONGWOOD at KING,0,
43.229245,40247,-79.763595,1297,,,CENTENNIAL PY N & QUEENSTON ROAD (164m),CENTENNIAL at QUEENSTON,0,
43.264588,81004,-79.89566,2048,,,MACKLIN ST N & CORONATION POOL & RINK (OP #60,Opposite 60 MACKLIN,0,
43.268746,81016,-79.893953,2049,,,MACKLIN ST N & KAY DRAGE PARK ENTRANCE,MACKLIN at KAY DRAGE PARK,0,
43.234717,50009,-79.878811,2839,,,UP/JAMES ST & WEMBLEY ROAD OPP. (OP. # 672),UPPER JAMES opposite WEMBLEY,0,
43.234833,60012,-79.879115,2838,,,UP/JAMES ST & WEMBLEY ROAD,UPPER JAMES at WEMBLEY,0,
43.211215,60034,-79.889273,2835,,,UPPER JAMES ST & STONE CHURCH RD E,UPPER JAMES at STONE CHURCH,0,
43.210848,50031,-79.889199,2834,,,UPPER JAMES ST & STONE CHURCH RD E,UPPER JAMES at STONE CHURCH,0,
43.194145,51552,-79.81947,2688,,,STONE CHURCH RD E & PRITCHARD ROAD,STONE CHURCH at PRITCHARD,0,
43.194336,51567,-79.819604,2689,,,STONE CHURCH RD E & PRITCHARD ROAD,STONE CHURCH at PRITCHARD,0,
43.194821,51554,-79.822346,2684,,,STONE CHURCH RD E & HAMILTON MT. BOWL OPP.(@# 1520,At 1520 STONE CHURCH EAST,0,
43.197946,51544,-79.835531,2685,,,STONE CHURCH RD E & NEBO ROAD,STONE CHURCH at NEBO,0,
43.197801,51545,-79.834281,2686,,,STONE CHURCH RD E & NEBO ROAD OPP,STONE CHURCH opposite NEBO,0,
43.202593,51536,-79.855375,2687,,,STONE CHURCH RD E & NORMA JEAN AVENUE,STONE CHURCH at NORMAJEAN,0,
43.207415,51527,-79.87438,2680,,,STONE CHURCH RD E & BRIGADE DR OPP.,STONE CHURCH opposite BRIGADE,0,
43.196541,51548,-79.829688,2681,,,STONE CHURCH RD E & DARTNALL ROAD,STONE CHURCH at DARTNAL,0,
43.196753,51549,-79.829807,2682,,,STONE CHURCH RD E & DARTNALL ROAD,STONE CHURCH opposite DARTNALL,0,
43.209921,51520,-79.884984,2683,,,STONE CHURCH RD E & DICENZO DR,STONE CHURCH at DICENZO,0,
43.257787,MNEMNODE,-79.919431,90,,,MAIN ST W & EMERSON ST,MAIN & EMERSON,0,
43.317227,11019,-79.801141,1991,,,LAKESHORE RD & JOSEPH BRANT HOSPITAL OPP.,LAKESHORE opposite JOSEPH BRANT HOSPITAL,0,
43.284911,82422,-79.892655,3206,,,YORK BV & GUELPH ROAD,YORK at OLD GUELPH,0,
43.217995,40501,-79.734962,1621,,,GREEN RD & KING STREET,GREEN at KING,0,
43.220742,40503,-79.733664,1620,,,GREEN RD & HIGHWAY #8,GREEN at HIGHWAY 8,0,
43.213119,72860,-79.793879,1627,,,GREENHILL AV & COUNTRY CLUB DRIVE,GREENHILL at COUNTRY CLUB,0,
43.3208,11013,-79.800479,1994,,,LAKESHORE RD & NELSON AVENUE,LAKESHORE at NELSON,0,
43.210322,72864,-79.791232,1625,,,GREENHILL AV & BUNKER HILL DRIVE,GREENHILL at BUNKER HILL,0,
43.244068,71209,-79.778186,3200,,,WOODWARD AV & VANSITMART AVENUE,WOODWARD at VANSITMART,0,
43.307321,11006,-79.800202,1999,,,LAKESHORE RD & SEWER GAS GLOBE,LAKESHORE opposite BEACHWAY PARK,0,
43.306174,11004,-79.79987,1998,,,DRIVEWAY & PARKINS LN,LAKESHORE at PARKINS LANE,0,
43.217102,72882,-79.774023,1629,,,GREENHILL AV & MONTE DR OPP.,GREENHILL opposite MONTE,0,
43.212608,72861,-79.793265,1628,,,GREENHILL AV & GLEN MANOR STREET,GREENHILL at GLEN MANOR,0,
43.277039,82425,-79.889764,3209,,,YORK BV & HAM. CEMETARY NORTH ENT. OPP.,YORK opposite HAMILTON CEMETERY,0,
43.276653,82420,-79.889777,3208,,,YORK BV & HAM CEMETERY NORTH ENT.(@# 777,YORK at HAMILTON CEMETERY NORTH,0,
43.205224,50535,-79.837853,2860,,,"UP/OTTAWA ST & #1190 OPP. (""QUINDALE GARDENS""",Opposite 1190 UPPER OTTAWA,0,
43.193563,50545,-79.842721,2861,,,UP/OTTAWA ST & #1527 N RYMAL RD. (OP.# 1526),At 1527 UPPER OTTAWA,0,
43.229348,50511,-79.827757,2862,,,UP/OTTAWA ST & #397 S QUEENSDALE AVE.,UPPER OTTAWA at QUEENSDALE,0,
43.223445,50517,-79.830289,2863,,,UP/OTTAWA ST & #633 N BROKER AVE.,At 633 UPPER OTTAWA,0,
43.223291,50514,-79.830546,2864,,,UP/OTTAWA ST & #638 S FENNELL AVE.,At 638 UPPER OTTAWA,0,
43.220024,50518,-79.831886,2865,,,UP/OTTAWA ST & 10TH AVENUE (@#722),UPPER OTTAWA at TENTH,0,
43.221808,50516,-79.831149,2866,,,UP/OTTAWA ST & 9TH AVENUE,UPPER OTTAWA at NINTH,0,
43.214429,50527,-79.833999,2867,,,UP/OTTAWA ST & ANSON AVENUE (@#871),UPPER OTTAWA at ANSON,0,
43.2133,50524,-79.834656,2868,,,UP/OTTAWA ST & BEACONSFIELD DRIVE,UPPER OTTAWA at BEACONSFIELD,0,
43.210524,50528,-79.835819,2869,,,UP/OTTAWA ST & BOWDEN AVENUE,UPPER OTTAWA at BOWDEN,0,
43.256864,72159,-79.78987,1199,,,BURLINGTON ST E & #1755 E STRATHEARNE AVE.,At 1755 BURLINGTON,0,
43.256592,72146,-79.795925,1198,,,BURLINGTON ST E & #1590,At 1590 BURLINGTON,0,
43.246511,72733,-79.843525,1365,,,DELAWARE AV & HOLTON AVENUE,DELAWARE at HOLTON,0,
43.244373,72465,-79.800112,1191,,,BRITANNIA AV & FAIRFIELD AVENUE,BRITANNIA at FAIRFIELD,0,
43.244314,72464,-79.800409,1190,,,BRITANNIA AV & FAIRFIELD AVENUE,BRITANNIA at FAIRFIELD,0,
43.244737,72462,-79.802265,1193,,,BRITANNIA AV & TRAGINA AVENUE,BRITANNIA at TRAGINA,0,
43.243883,72466,-79.798479,1192,,,BRITANNIA AV & STRATHEARNE AVENUE,BRITANNIA at STRATHEARNE,0,
43.259059,72140,-79.807418,1197,,,BURLINGTON ST E & #1350 (UNION DRAWN STEEL Offic,At 1350 BURLINGTON UNION DRAWN,0,
43.259486,72138,-79.809336,1196,,,BURLINGTON ST E & #1330 Dofasco Office,At 1330 BURLINGTON,0,
43.253811,80024b,-79.870401,1759,,,JAMES ST S & HUNTER ST E,JAMES at HUNTER,0,
43.253811,80024a,-79.870401,1758,,,JAMES ST S & HUNTER ST E,JAMES at HUNTER,0,
43.249952,80030c,-79.872117,1757,,,JAMES ST S & CHARLTON AVENUE,JAMES at CHARLTON,0,
43.249952,80030b,-79.872117,1756,,,JAMES ST S & CHARLTON AVENUE,JAMES at CHARLTON,0,
43.249952,80030a,-79.872117,1755,,,JAMES ST S & CHARLTON AVENUE,JAMES at CHARLTON,0,
43.252435,80026d,-79.871005,1754,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.252435,80026c,-79.871005,1753,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.252435,80026b,-79.871005,1752,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.252435,80026a,-79.871005,1751,,,JAMES ST S & BOLD STREET,JAMES at BOLD,0,
43.258817,90220,-79.86822,1750,,,JAMES ST N & YORK BV,JAMES at YORK,0,
43.255908,72242,-79.809381,1177,,,BEACH RD & BAYFIELD AVENUE,BEACH at BAYFIELD,0,
43.257811,72227,-79.822298,1176,,,BEACH RD & ALBEMARLE ST,BEACH at ALBEMARLE,0,
43.257757,72226,-79.822459,1175,,,BEACH RD & ALBEMARLE ST ST,BEACH at ALBEMARLE,0,
43.265341,71426,-79.772582,1174,,,BEACH BV & VAN WAGNER'S BEACH RD. / QEW R,BEACH at VAN WAGNERS BEACH,0,
43.265428,71425,-79.77237,1173,,,BEACH BV & VAN WAGNER'S BEACH RD.,BEACH at VAN WAGNERS BEACH,0,
43.27448,71419,-79.780099,1172,,,BEACH BV & TOWERS DRIVE OPP. (@#395),BEACH opposite TOWERS,0,
43.274459,71418,-79.780301,1171,,,BEACH BV & TOWERS DRIVE,BEACH at TOWERS,0,
43.289028,71406,-79.790354,1170,,,BEACH BV & THIRD AVENUE OPP. (OP. @ 945),BEACH opposite THIRD,0,
43.254994,72232,-79.815652,1179,,,BEACH RD & OTTAWA STREET,BEACH at OTTAWA,0,
43.255679,72230,-79.817416,1178,,,BEACH RD & DOFASCO GATE #3 OPP. (W of O,BEACH opposite GATE 3,0,
43.232077,71511,-79.762424,1285,,,CENTENNIAL PY N & DELAWANA DRIVE,CENTENNIAL at DELAWANA,0,
43.232658,71510,-79.762483,1284,,,CENTENNIAL PY N & DELAWANA DRIVE,CENTENNIAL at DELAWANA,0,
43.224813,40253,-79.765407,1287,,,CENTENNIAL PY S & FELKER AVENUE (@#60),CENTENNIAL at FELKER,0,
43.234764,71512,-79.761555,1286,,,CENTENNIAL PY N & EASTGATE COURT,CENTENNIAL at EASTGATE,0,
43.239404,71519,-79.75926,1281,,,CENTENNIAL PY N & ARROWSMITH ROAD (OPP),CENTENNIAL opposite ARROWSMITH,0,
43.239915,71516,-79.759361,1280,,,CENTENNIAL PY N & ARROWSMITH ROAD,CENTENNIAL at ARROWSMITH,0,
43.236623,71509,-79.760515,1283,,,CENTENNIAL PY N & BARTON ST E,CENTENNIAL at BARTON,0,
43.237665,71508,-79.760314,1282,,,CENTENNIAL PY N & BARTON STREET (@# 247),CENTENNIAL at BARTON,0,
43.242878,71514,-79.758122,1289,,,CENTENNIAL PY N & GODERICH ROAD,CENTENNIAL at GODERICH,0,
43.223019,40255,-79.766072,1288,,,CENTENNIAL PY S & GLENVIEW DRIVE,CENTENNIAL at GLENVIEW,0,
43.190123,48022,-79.794683,1579,,,GORDON DRUMMOND AV & GORDON DRUMMOND AVENUE,GORDON DRUMMOND at GORDON DRUMMOND,0,
43.228168,20512,-79.937225,1578,,,GOLF LINKS RD & STONE CHURCH ROAD,GOLF LINKS at STONE CHURCH,0,
43.224116,20527,-79.96192,1573,,,GOLF LINKS RD & MCNIVEN ROAD,GOLF LINKS at MCNIVEN,0,
43.227025,20518c,-79.944364,1572,,,GOLF LINKS RD & MARTINDALE CR,GOLF LINKS opposite MARTINDALE,0,
43.227025,20518b,-79.944364,1571,,,GOLF LINKS RD & MARTINDALE CR,GOLF LINKS opposite MARTINDALE,0,
43.227016,20518,-79.944351,1570,,,GOLF LINKS RD & opp MARTINDALE CR,GOLF LINKS opposite MARTINDALE,0,
43.228561,20509,-79.937088,1577,,,MOHAWK RD & STONE CHURCH ROAD,MOHAWK at STONE CHURCH,0,
43.224745,20528,-79.95943,1576,,,GOLF LINKS RD & ONONDAGA DRIVE OPP.,GOLF LINKS opposite ONONDAGA,0,
43.224974,20525,-79.959248,1575,,,GOLF LINKS RD & ONONDAGA DRIVE,GOLF LINKS at ONONDAGA,0,
43.226253,20524,-79.948568,1574,,,GOLF LINKS RD & MEADOWLANDS BLVD.,GOLF LINKS at MEADOWLANDS,0,
43.205548,60241,-79.911847,1240,,,BUTTY PS & SISTER VARGA TERRACE,BUTTY opposite SISTER VARGA,0,
43.267321,81005,-79.898774,2037,,,LONGWOOD RD N & NORWOOD ROAD,LONGWOOD at NORWOOD,0,
43.269137,81003,-79.897982,2036,,,LONGWOOD RD N & FRANKLIN AVENUE,LONGWOOD at FRANKLIN,0,
43.266014,81007,-79.899359,2035,,,LONGWOOD RD N & EDGEVALE ROAD,LONGWOOD at EDGEVALE,0,
43.241831,61031,-79.899342,1371,,,DENLOW AV & PLEASANT AVENUE,DENLOW opposite PLEASANT,0,
43.248239,72727,-79.850306,1370,,,DELAWARE AV & WENTWORTH STREET,DELAWARE at WENTWORTH,0,
43.261435,72221,-79.817329,1373,,,DEPEW ST & BURLINGTON STREET,DEPEW at BURLINGTON,0,
43.256762,72218,-79.819519,1372,,,DEPEW ST & BEACH ROAD,DEPEW at BEACH,0,
43.258632,72224,-79.81865,1375,,,DEPEW ST & GERTRUDE ST,DEPEW at GERTRUDE,0,
43.261768,72222,-79.817419,1374,,,DEPEW ST & BURLINGTON STREET,DEPEW at BURLINGTON,0,
43.263148,72220,-79.816846,1377,,,DEPEW ST & INDUSTRIAL DRIVE,DEPEW at INDUSTRIAL,0,
43.25862,72223,-79.818506,1376,,,DEPEW ST & GERTRUDE ST - GUARD SHACK #,DEPEW at GERTRUDE,0,
43.251984,82801,-79.872322,1379,,,DUKE ST & MACNAB STREET (@#20),DUKE at MACNAB,0,
43.227546,40737,-79.708046,1378,,,DEWITT RD & ARVIN ROAD,DEWITT at ARVIN,0,
43.253455,80716,-79.886574,2032,,,LOCKE ST S & CHARLTON AVENUE,LOCKE at CHARLTON,0,
43.256243,80713,-79.88519,2031,,,LOCKE ST S & BOLD STREET,LOCKE at BOLD,0,
43.29944,11024,-79.800673,1242,,,CCIW & LAKESHORE RD,CCIW at ADMINISTRATION BUILDING,0,
43.221505,61402,-79.89177,2030,,,LIMERIDGE RD W & WEST 5TH STREET,LIMERIDGE at WEST 5TH,0,
43.250235,72440,-79.829663,1245,,,CANNON ST E & BALSAM AVENUE,CANNON at BALSAM,0,
43.254071,82701a,-79.871762,355445,,,HUNTER ST W & MACNAB ST S,HUNTER at MACNAB,0,
43.254223,90246b,-79.870239,355444,,,JAMES ST S & JACKSON ST W,JAMES at JACKSON,0,
43.254753,82705a,-79.874992,355447,,,HUNTER ST W & BAY ST S,HUNTER at BAY,0,
43.254439,82703a,-79.873284,355446,,,HUNTER ST W & PARK ST S,HUNTER opposite PARK,0,
43.260464,80014a,-79.867501,355441,,,JAMES ST N & CANNON ST W,JAMES at CANNON,0,
43.260347,72487,-79.865359,355440,,,CANNON ST E & HUGHSON ST N,CANNON at HUGHSON,0,
43.256444,90232a,-79.869273,355443,,,JAMES ST S & KING ST W,JAMES at KING,0,
43.258817,90220a,-79.86822,355442,,,JAMES ST N & YORK BV,JAMES at YORK,0,
43.25476,90924a,-79.867232,355449,,,MAIN ST E & JOHN ST S,MAIN at JOHN,0,
43.257224,80301a,-79.874001,355448,,,BAY ST S & GEORGE ST,BAY opposite GEORGE,0,
43.248075,72448,-79.82042,1244,,,CANNON ST E & BALMORAL AVENUE (@#1124),CANNON at BALMORAL,0,
43.208831,71146,-79.803556,2309,,,MOUNT ALBION LOOP & MOUNT ALBION RD,MOUNT ALBION LOOP,0,
43.214085,71141,-79.796396,2308,,,MOUNT ALBION RD & KINGSWOOD DRIVE OPP.,MOUNT ALBION opposite KINGSWOOD,0,
43.211804,71142,-79.798162,2301,,,MOUNT ALBION RD & GOLFCREST ROAD,MOUNT ALBION at GOLFCREST,0,
43.209368,71145,-79.801829,2300,,,MOUNT ALBION RD & GLENCASTLE DRIVE OPP.,MOUNT ALBION opposite GLEN CASTLE,0,
43.215859,71138,-79.795307,2303,,,MOUNT ALBION RD & GREENHILL AVENUE,MOUNT ALBION at GREENHILL,0,
43.211458,71143,-79.798236,2302,,,MOUNT ALBION RD & GOLFCREST ROAD OPP.,MOUNT ALBION opposite GOLFCREST,0,
43.223887,71132,-79.791588,2305,,,MOUNT ALBION RD & HIXON ROAD,MOUNT ALBION at HIXON,0,
43.215688,71139,-79.795209,2304,,,MOUNT ALBION RD & GREENHILL AVENUE,MOUNT ALBION at GREENHILL,0,
43.214398,71140,-79.796402,2307,,,MOUNT ALBION RD & KINGSWOOD DRIVE,MOUNT ALBION at KINGSWOOD,0,
43.223969,71133,-79.791389,2306,,,MOUNT ALBION RD & HIXON ROAD,MOUNT ALBION at HIXON,0,
43.250471,72441,-79.829928,1246,,,CANNON ST E & BALSAM AVENUE,CANNON at BALSAM,0,
43.233494,61332,-79.924892,2275,,,MOHAWK RD W & MAGNOLIA DRIVE,MOHAWK at MAGNOLIA,0,
43.233696,61329,-79.924257,2274,,,MOHAWK RD W & MAGNOLIA DRIVE,MOHAWK at MAGNOLIA,0,
43.230295,61312,-79.896278,2277,,,MOHAWK RD W & MILLBANK PLACE,MOHAWK at MILLBANK,0,
43.229256,20422,-79.964248,2276,,,MOHAWK RD & MCNIVEN ROAD,MOHAWK at MCNIVEN,0,
43.23128,61315,-79.901287,2271,,,MOHAWK RD W & GARTH STREET,MOHAWK at GARTH,0,
43.229032,61300,-79.883001,2270,,,MOHAWK RD W & CALEDON AVENUE,MOHAWK at CALEDON,0,
43.23213,61317,-79.905591,2273,,,MOHAWK RD W & JUANITA DR (OP. # 505),MOHAWK at JUANITA,0,
43.231042,61318,-79.900899,2272,,,MOHAWK RD W & GARTH ST,MOHAWK at GARTH,0,
43.232879,20431,-79.934075,2279,,,MOHAWK RD & OLD MOHAWK ROAD,MOHAWK at OLD MOHAWK,0,
43.230764,61305,-79.889145,2278,,,MOHAWK RD W & NEYER ST,MOHAWK at NEYER,0,
43.237226,51116,-79.858641,2459,,,QUEENSDALE AV E & EAST 18TH STREET,QUEENSDALE at EAST 18TH,0,
43.237929,51115,-79.860802,2458,,,QUEENSDALE AV E & EAST 16TH STREET,QUEENSDALE at EAST 16TH,0,
43.238489,51112,-79.863716,2455,,,QUEENSDALE AV E & EAST 13TH STREET,QUEENSDALE at EAST 13TH,0,
43.248996,80632,-79.883485,2454,,,ABERDEEN AVE & QUEEN ST S,ABERDEEN at QUEEN,0,
43.238019,51114,-79.861803,2457,,,QUEENSDALE AV E & EAST 15TH STREET,QUEENSDALE at EAST 15TH,0,
43.238702,51113,-79.863923,2456,,,QUEENSDALE AV E & EAST 13TH STREET OPP. (@#301),QUEENSDALE opposite EAST 13TH,0,
43.257809,80620,-79.879466,2451,,,QUEEN ST S & MAIN STREET,QUEEN at MAIN,0,
43.253718,80624,-79.881108,2450,,,QUEEN ST S & DUKE STREET,QUEEN at DUKE,0,
43.250727,80628b,-79.882332,2453,,,QUEEN ST S & STANLEY AVENUE,QUEEN at STANLEY,0,
43.250727,80628a,-79.882332,2452,,,QUEEN ST S & STANLEY AVENUE,QUEEN at STANLEY,0,
43.259719,72312,-79.848546,1111,,,BARTON ST E & ST. MATTHEWS AV,BARTON opposite ST. MATTHEWS,0,
43.263728,80111,-79.867599,2057,,,MACNAB ST N & COLBOURNE STREET,MACNAB at COLBOURNE,0,
43.260954,80115,-79.868802,2056,,,MACNAB ST N & CANNON STREET,MACNAB at CANNON,0,
43.265327,80109,-79.866872,2059,,,MACNAB STREET N. & MURRY STREET,MACNAB at MURRY,0,
43.262339,80113,-79.868218,2058,,,MACNAB ST N & MULBERRY STREET,MACNAB at MULBERRY,0,
43.194857,20700,-80.022353,1506,,,GARNER RD W & HIGHWAY 2,GARNER at HIGHWAY 2,0,
43.195325,20702,-80.019708,1507,,,GARNER RD W & W of GIVEN RD,GARNER at RAYAL FARMS,0,
43.195486,20701,-80.019745,1508,,,GARNER RD W & W OF GIVEN RD,GARNER opposite RAYAL FARMS,0,
43.196449,20703,-80.014491,1509,,,GARNER RD W & Wal-Mart - Canadian Tire PLAZA,GARNER at WALMART,0,
